AA799301_PROBE1	AA799301	Lgtn protein (DBSS)
AI012611_PROBE1	AI012611	calcium and DAG-regulated guanine nucleotide exchange factor I (DBSS)
AI012613_PROBE1	AI012613	ESTs
AI012785_PROBE1	AI012785	peroxisomal N1-acetyl-spermine/spermidine oxidase (DBSS)
AI012951_PROBE1	AI012951	Peroxisomal membrane protein PEX13 (Peroxin-13) (DBSS)
AI013011_PROBE1	AI013011	guanine nucleotide binding protein, alpha 12
AI013038_PROBE1	AI013038	ESTs
AI013040_PROBE1	AI013040	9530046H09Rik protein (DBSS)
AI013041_PROBE1	AI013041	ESTs
AI013075_PROBE1	AI013075	Tbrg1 protein (DBSS)
AI013104_PROBE1	AI013104	ESTs
AI013110_PROBE1	AI013110	ESTs
AI013361_PROBE1	AI013361	sulfide quinone reductase-like (DBSS)
AI013474_PROBE1	AI013474	alpha/beta hydrolase-2 fold protein (DBSS)
AI013475_PROBE1	AI013475	Sortilin (Glycoprotein 110) (Gp110) (Rn.) (DBSS_moderate)
AI013500_PROBE1	AI013500	coated vesicle membrane protein
AI013657_PROBE1	AI013657	hypothetical LOC311984
AI013699_PROBE1	AI013699	mannose-P-dolichol utilization defect 1 (DBSS)
AI013775_PROBE1	AI013775	retinoblastoma binding protein 2 (Hs.) (DBSS)
AI013788_PROBE1	AI013788	Ubiquitin carboxyl-terminal hydrolase 20 (Ubiquitin thiolesterase 20) (DBSS)
AI013800_PROBE1	AI013800	TTAGGG repeat binding factor 2 (DBSS)
AI013816_PROBE1	AI013816	hypothetical protein MGC3196 (Hs.) (DBSS_strong)
AI013906_PROBE1	AI013906	sulfatase FP (DBSS)
AI013913_PROBE1	AI013913	caldesmon 1
AI013919_PROBE1	AI013919	cyclin-dependent kinase inhibitor 1C, p57
AI013928_PROBE1	AI013928	hypothetical gene supported by BC030430 (Mm.) (DBSS_weak)
AI029291_PROBE1	AI029291	ClpX protein (DBSS)
AI029460_PROBE1	AI029460	Bat1(putative RNA helicase) (AJ314857) (Rn.) (DBSS)
AI029960_PROBE1	AI029960	ATPase, H+ transporting, V1 subunit A, isoform 1 (DBSS)
AI030179_PROBE1	AI030179	ATPase, H+ transporting, V0 subunit
AI031012_PROBE1	AI031012	ClpP protease (DBSS)
AI043759_PROBE1	AI043759	angiopoietin-related protein 5 (DBSS)
AI044046_PROBE1	AI044046	Rh type C glycoprotein
AI044124_PROBE1	AI044124	neuronal RhoA GEF protein
AI044229_PROBE1	AI044229	cullin 4B; Cullin-4B (DBSS)
AI044316_PROBE1	AI044316	runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene) (Hs.) (DBSS)
AI044552_PROBE1	AI044552	protein phosphatase 1, regulatory subunit 7
AI044638_PROBE1	AI044638	hypothetical protein, MNCb-1504 (Mm.) (DBSS_strong)
AI044680_PROBE1	AI044680	RIKEN cDNA A230102I05 (DBSS)
AI044721_PROBE1	AI044721	tripartite motif-containing 41 (DBSS)
AI044740_PROBE1	AI044740	hypothetical gene supported by NM_022857(Rn.) (DBSS_moderate)
AI044845_PROBE1	AI044845	RIKEN cDNA 2810404F18 gene with P21-Rho-binding domain (Mm.) (DBSS)
AI044865_PROBE1	AI044865	T-box 3 (ulnar mammary syndrome)
AI045026_PROBE1	AI045026	glutamine-fructose-6-phosphate transaminase 2 (Hs.) (DBSS)
AI045035_PROBE1	AI045035	mKIAA0493 protein (DBSS)
AI045074_PROBE1	AI045074	galactosidase, beta 1
AI045083_PROBE1	AI045083	Hypothetical protein KIAA0256 (DBSS)
AI045288_PROBE1	AI045288	popeye protein 1 (DBSS)
AI045590_PROBE1	AI045590	Protein disulfide isomerase-related (DBSS)
AI045635_PROBE1	AI045635	ESTs
AI045819_PROBE1	AI045819	Bcl2-associated athanogene 1 (DBSS)
AI045904_PROBE1	AI045904	ESTs
AI058276_PROBE1	AI058276	aarF domain containing kinase 4 (DBSS)
AI058938_PROBE1	AI058938	chromosome 2 open reading frame 7 (Hs.) (DBSS_strong)
AI058960_PROBE1	AI058960	histidyl-tRNA synthetase-like (DBSS)
AI059079_PROBE1	AI059079	ESTs
AI059108_PROBE1	AI059108	ESTs
AI059223_PROBE1	AI059223	hypothetical protein MGC38046 (DBSS)
AI059234_PROBE1	AI059234	LBA (DBSS)
AI059493_PROBE1	AI059493	CG13623-PA (DBSS)
AI060043_PROBE1	AI060043	ESTs
AI060118_PROBE1	AI060118	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2
AI060197_PROBE1	AI060197	RIKEN cDNA B230114J08 (DBSS)
AI060205_PROBE1	AI060205	E2F transcription factor 3 (Hs.) (DBSS)
AI060229_PROBE1	AI060229	protein phosphatase 3, catalytic subunit, beta isoform
AI069912_PROBE1	AI069912	ESTs
AI069922_PROBE1	AI069922	GA binding protein transcription factor, beta subunit 2, 47kDa
AI070113_PROBE1	AI070113	Probable cation-transporting ATPase 1 (Mm.) (DBSS_strong)
AI070123_PROBE1	AI070123	ARS component B precursor (DBSS)
AI070137_PROBE1	AI070137	amine oxidase, copper containing 3
AI070138_PROBE1	AI070138	RIKEN cDNA 1110028N05 (DBSS)
AI070270_PROBE1	AI070270	mKIAA1663 protein (DBSS)
AI070303_PROBE1	AI070303	marapsin
AI070397_PROBE1	AI070397	RIKEN cDNA 2810013M15 (DBSS)
AI070399_PROBE1	AI070399	ESTs
AI070523_PROBE1	AI070523	chromosome 14 open reading frame 112 (Hs.) (DBSS_moderate)
AI070591_PROBE1	AI070591	ESTs
AI070732_PROBE1	AI070732	RIKEN cDNA 4933412D19 (DBSS)
AI071187_PROBE1	AI071187	mucin 2 precursor, intestinal (fragments (Hs.) (DBSS)
AI071243_PROBE1	AI071243	ESTs
AI071251_PROBE1	AI071251	glypican 4 (DBSS)
AI071288_PROBE1	AI071288	WD repeat domain 4 protein, isoform 1; WD repeat-containing protein 4 (Hs.) (DBSS)
AI071412_PROBE1	AI071412	KIAA0542 protein (DBSS)
AI071470_PROBE1	AI071470	C2F (DBSS)
AI071605_PROBE1	AI071605	mitochondrial ribosomal protein S18C (Hs.) (DBSS_moderate)
AI071688_PROBE1	AI071688	RNA-binding protein Raly - mouse (DBSS)
AI071698_PROBE1	AI071698	hypothetical protein hc1 (Mm.) (DBSS_weak)
AI071703_PROBE1	AI071703	hypothetical protein MGC32065 (DBSS)
AI072218_PROBE1	AI072218	disks large-associated protein 4
AI072236_PROBE1	AI072236	hypothetical protein DKFZp434B055.1 (Hs.) (DBSS_moderate)
AI072251_PROBE1	AI072251	ESTs
AI072285_PROBE1	AI072285	LEM domain containing 2 (Hs.) (DBSS)
AI072292_PROBE1	AI072292	ESTs
AI072384_PROBE1	AI072384	formiminotransferase cyclodeaminase
AI072459_PROBE1	AI072459	ESTs
AI072493_PROBE1	AI072493	ESTs
AI072892_PROBE1	AI072892	Frizzled-related protein (DBSS)
AI072958_PROBE1	AI072958	ligand of numb-protein X 2 (Mm.) (DBSS)
AI073135_PROBE1	AI073135	ESTs
AI073176_PROBE1	AI073176	Mkrn1 protein (DBSS)
AI100769_PROBE1	AI100769	chondroitin sulfate proteoglycan 6 (bamacan) (Hs.) (DBSS_strong)
AI100850_PROBE1	AI100850	Pygopus homolog 2 (DBSS)
AI101016_PROBE1	AI101016	neurexin 3 (Hs.) (DBSS)
AI101017_PROBE1	AI101017	cerebellar polypeptide 19 (Rn.) (DBSS_weak)
AI101117_PROBE1	AI101117	brain acidic membrane protein (Rn.) (DBSS)
AI101181_PROBE1	AI101181	ESTs
AI101189_PROBE1	AI101189	Kruppel-like factor 7 (ubiquitous) (DBSS)
AI101199_PROBE1	AI101199	ESTs
AI101322_PROBE1	AI101322	hypothetical protein MGC27683 (DBSS)
AI101323_PROBE1	AI101323	ets variant gene 5 (DBSS)
AI101350_PROBE1	AI101350	testis-specific protein, Y-encoded-like (Mm.) (DBSS_moderate)
AI101373_PROBE1	AI101373	ESTs
AI101380_PROBE1	AI101380	ESTs
AI101393_PROBE1	AI101393	metastasis and invasion (DBSS)
AI101394_PROBE1	AI101394	RIKEN cDNA C130038N16 (DBSS) (Non-specific probe)
AI101396_PROBE1	AI101396	RIKEN cDNA 9330157P13 gene (DBSS)
AI101475_PROBE1	AI101475	RS21-C6 protein
AI101490_PROBE1	AI101490	Fukuyama type congenital muscular dystrophy homolog (Mm.) (DBSS)
AI101500_PROBE1	AI101500	ESTs
AI101527_PROBE1	AI101527	signal recognition particle 19kDa; signal recognition particle 19kD (DBSS)
AI101580_PROBE1	AI101580	COX10 homolog, cytochrome c oxidase assembly protein, heme A (Hs.) (DBSS_moderate)
AI101595_PROBE1	AI101595	ESTs
AI101666_PROBE1	AI101666	HSPC056 protein (DBSS)
AI101900_PROBE1	AI101900	2310061I09Rik protein (DBSS)
AI101924_PROBE1	AI101924	hairy/enhancer-of-split related with YRPW motif-like (Mm.) (DBSS)
AI102009_PROBE1	AI102009	PKR-associating protein RAX (DBSS)
AI102026_PROBE1	AI102026	chromosome 20 open reading frame 58 (DBSS)
AI102027_PROBE1	AI102027	protein kinase, lysine deficient 4
AI102037_PROBE1	AI102037	ESTs
AI102046_PROBE1	AI102046	ESTs
AI102047_PROBE1	AI102047	methionine-tRNA synthetase; methionine tRNA ligase; methionyl-tRNA synthetase (DBSS)
AI102061_PROBE1	AI102061	ESTs
AI102064_PROBE1	AI102064	glycine decarboxylase
AI102065_PROBE1	AI102065	heme-binding protein (DBSS)
AI102069_PROBE1	AI102069	N-ethylmaleimide sensitive factor
AI102073_PROBE1	AI102073	mal, T-cell differentiation protein 2
AI102082_PROBE1	AI102082	LOC362299
AI102097_PROBE1	AI102097	Kiaa0575 (DBSS)
AI102139_PROBE1	AI102139	ESTs
AI102236_PROBE1	AI102236	intracellular protein Mg11 (Mm.) (DBSS_moderate)
AI102248_PROBE1	AI102248	plexin D1; KIAA0620 protein (DBSS)
AI102262_PROBE1	AI102262	ESTs
AI102290_PROBE1	AI102290	ESTs
AI102418_PROBE1	AI102418	ESTs
AI102429_PROBE1	AI102429	ESTs
AI102482_PROBE1	AI102482	RIKEN cDNA 1110014F24 (DBSS)
AI102486_PROBE1	AI102486	tripartite motif protein 11 (Mm.) (DBSS_weak)
AI102495_PROBE1	AI102495	nucleoside phosphorylase
AI102512_PROBE1	AI102512	Novel human gene mapping to chomosome 1 (Hs.) (DBSS)
AI102517_PROBE1	AI102517	follistatin
AI102519_PROBE1	AI102519	protein tyrosine kinase binding protein; killer cell activating receptor associated protein, DAP12
AI102524_PROBE1	AI102524	chromobox homolog 2 (Drosophila Pc class) (DBSS)
AI102591_PROBE1	AI102591	Small nuclear ribonucleoprotein Sm D1 (snRNP core protein D1) (Sm-D1) (Sm-D autoantigen) (DBSS)
AI102643_PROBE1	AI102643	interferon stimulated gene factor 3 gamma (DBSS)
AI102685_PROBE1	AI102685	KIAA0169 protein (DBSS)
AI102688_PROBE1	AI102688	KIAA1521 protein (DBSS)
AI102689_PROBE1	AI102689	RPP20 protein (DBSS)
AI102715_PROBE1	AI102715	T12479 hypothetical protein DKFZp564N1362.1 (Hs.) (DBSS_moderate)
AI102725_PROBE1	AI102725	band 7 protein (35.3 kD) (4N53) (DBSS)
AI102732_PROBE1	AI102732	Microsomal signal peptidase 23 kDa subunit (SPase 22 kDa subunit) (SPC22/23) (DBSS)
AI102735_PROBE1	AI102735	ESTs
AI102739_PROBE1	AI102739	global ischemia induced protein GIIG15B
AI102743_PROBE1	AI102743	hypothetical protein MGC20700 (DBSS)
AI102744_PROBE1	AI102744	ESTs
AI102745_PROBE1	AI102745	ESTs
AI102758_PROBE1	AI102758	RIKEN cDNA 9530058B02 (DBSS)
AI102771_PROBE1	AI102771	ESTs
AI102788_PROBE1	AI102788	sex-lethal interactor homolog (DBSS)
AI102802_PROBE1	AI102802	bA99E24.1.1 (protocadherin 19 (KIAA1313) protein) (DBSS)
AI102804_PROBE1	AI102804	ESTs
AI102818_PROBE1	AI102818	chromosome 20 open reading frame 67 (Hs.) (DBSS_strong)
AI102873_PROBE1	AI102873	Hematopoietic progenitor cell antigen CD34 precursor (Mm.) (DBSS_moderate)
AI102877_PROBE1	AI102877	EH-domain containing 3 (Mm.) (DBSS)
AI102884_PROBE1	AI102884	ESTs
AI102943_PROBE1	AI102943	hypothetical protein from EUROIMAGE 2021883 (DBSS)
AI102947_PROBE1	AI102947	RIKEN cDNA 2600017H02 gene (Mm.) (DBSS_strong)
AI102978_PROBE1	AI102978	BAF53a (DBSS)
AI102991_PROBE1	AI102991	Eso3 protein (DBSS)
AI103040_PROBE1	AI103040	ESTs
AI103129_PROBE1	AI103129	mitochondrial ribosomal protein L15 (DBSS)
AI103146_PROBE1	AI103146	glycogen synthase kinase 3 alpha
AI103158_PROBE1	AI103158	ESTs
AI103320_PROBE1	AI103320	hypothetical protein MGC2574 (DBSS)
AI103327_PROBE1	AI103327	transcription factor 19
AI103349_PROBE1	AI103349	Sry-related HMG-box protein (DBSS)
AI103375_PROBE1	AI103375	ESTs
AI103456_PROBE1	AI103456	ESTs
AI103467_PROBE1	AI103467	heterogeneous nuclear ribonucleoprotein M
AI103472_PROBE1	AI103472	Kruppel-like factor 16 (Mm.) (DBSS)
AI103572_PROBE1	AI103572	ras homolog gene family, member E (DBSS)
AI103616_PROBE1	AI103616	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)
AI103634_PROBE1	AI103634	ESTs
AI103682_PROBE1	AI103682	DNA polymerase alpha catalytic subunit p180 (DBSS)
AI103708_PROBE1	AI103708	RIKEN cDNA 1200015A22 (DBSS)
AI103878_PROBE1	AI103878	Sec61 alpha isoform 2 (DBSS)
AI103914_PROBE1	AI103914	serum deprivation response (DBSS)
AI103916_PROBE1	AI103916	mitogen activated protein kinase 1
AI103918_PROBE1	AI103918	RIKEN cDNA 4930570C03 (DBSS)
AI103924_PROBE1	AI103924	ESTs
AI103937_PROBE1	AI103937	ESTs
AI103943_PROBE1	AI103943	123F2 protein (DBSS)
AI103954_PROBE1	AI103954	ADP-ribosylation factor-like 5
AI103955_PROBE1	AI103955	LRP16 protein
AI103962_PROBE1	AI103962	mKIAA1046 protein (DBSS)
AI103988_PROBE1	AI103988	glycinamide ribonucleotide sythetase (GARS), aminoimidazole ribonucleotide synthetase (AIRS), glycinamide ribonucleotide formyltransferase (GART) (DBSS)
AI103993_PROBE1	AI103993	RIKEN cDNA C230032K13 (DBSS)
AI104034_PROBE1	AI104034	CG10153-PA (DBSS)
AI104125_PROBE1	AI104125	mitochondrial ribosomal protein S27; mitochondrial 28S ribosomal protein S27 (DBSS)
AI104146_PROBE1	AI104146	1700019E19Rik protein (DBSS)
AI104231_PROBE1	AI104231	COP9 complex subunit 6 (DBSS)
AI104235_PROBE1	AI104235	SDF2 like protein 1 (DBSS)
AI104238_PROBE1	AI104238	granzyme A
AI104250_PROBE1	AI104250	presenilins associated rhomboid-like protein (DBSS)
AI104251_PROBE1	AI104251	Dorz1 (DBSS)
AI104256_PROBE1	AI104256	MUS81 endonuclease (DBSS)
AI104258_PROBE1	AI104258	ESTs
AI104278_PROBE1	AI104278	ESTs
AI104292_PROBE1	AI104292	hypothetical protein D11Ertd672e; putative 42-9-9 protein (DBSS)
AI104295_PROBE1	AI104295	Nedd4 WW domain-binding protein 5 (DBSS)
AI104296_PROBE1	AI104296	similar to hypothetical protein(Rn.) (DBSS_strong)
AI104326_PROBE1	AI104326	RIKEN cDNA 1110001E17 (DBSS)
AI104348_PROBE1	AI104348	hypothetical protein (DBSS)
AI104376_PROBE1	AI104376	HSPC142 protein (Hs.) (DBSS_moderate)
AI104378_PROBE1	AI104378	3110001I17Rik protein (DBSS)
AI104431_PROBE1	AI104431	ESTs
AI104432_PROBE1	AI104432	Hypothetical protein 5730439B18 (DBSS)
AI104478_PROBE1	AI104478	ARP10 actin-related protein 10 homolog (DBSS)
AI104479_PROBE1	AI104479	peptidylprolyl isomerase E (cyclophilin E) (DBSS)
AI104484_PROBE1	AI104484	Protein CGI-27 (C21orf19-like protein) (Hs.) (DBSS_strong)
AI104485_PROBE1	AI104485	gem (nuclear organelle) associated protein 7 (Hs.) (DBSS_moderate)
AI104545_PROBE1	AI104545	ESTs
AI104546_PROBE1	AI104546	protein tyrosine phosphatase type IVA, member 3 isoform 1; potentially prenylated protein tyrosine phosphatase (DBSS)
AI104846_PROBE1	AI104846	ESTs
AI104857_PROBE1	AI104857	Lrp2bp-pending protein (DBSS)
AI105049_PROBE1	AI105049	ESTs
AI105080_PROBE1	AI105080	Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor 1 A-1) (eEF1A-1) (Elongation factor Tu) (EF-Tu) (DBSS)
AI105086_PROBE1	AI105086	ubiquitin-activating enzyme E1C
AI105088_PROBE1	AI105088	Ran-interacting protein MOG1 (DBSS)
AI105101_PROBE1	AI105101	SRB7 (supressor of RNA polymerase B) homolog; DNA segment, Chr 6, ERATO Doi 782, expressed (DBSS)
AI105113_PROBE1	AI105113	ESTs
AI105117_PROBE1	AI105117	upstream binding transcription factor, RNA polymerase I
AI105145_PROBE1	AI105145	LOC223082 (DBSS)
AI105154_PROBE1	AI105154	opioid growth factor receptor (DBSS)
AI105167_PROBE1	AI105167	selenium binding protein 2
AI105186_PROBE1	AI105186	RIKEN cDNA 4933419D20 (DBSS)
AI105205_PROBE1	AI105205	CDW92 antigen
AI105210_PROBE1	AI105210	GGPP synthase (DBSS)
AI105215_PROBE1	AI105215	ESTs
AI105243_PROBE1	AI105243	ESTs
AI105265_PROBE1	AI105265	hypothetical protein FLJ10315 (DBSS)
AI105272_PROBE1	AI105272	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha) (DBSS)
AI105345_PROBE1	AI105345	ESTs
AI105366_PROBE1	AI105366	RIKEN cDNA 4833409A17 gene (Mm.) (DBSS_strong)
AI105410_PROBE1	AI105410	ESTs
AI105417_PROBE1	AI105417	ESTs
AI105441_PROBE1	AI105441	DNA-directed RNA polymerase III 47 kDa polypeptide (RNA polymerase C subunit 4) (RPC4) (RPC53) (BN51 protein) (DBSS)
AI105450_PROBE1	AI105450	chromosome 9 open reading frame 3 (Hs.) (DBSS)
AI105461_PROBE1	AI105461	Transmembrane 9 superfamily protein member 4 (Rn.) (DBSS)
AI111559_PROBE1	AI111559	STE20-like kinase (Hs.) (DBSS)
AI111579_PROBE1	AI111579	hypothetical protein FLJ23263 (DBSS)
AI111796_PROBE1	AI111796	Elovl4 (DBSS)
AI111802_PROBE1	AI111802	ESTs
AI111803_PROBE1	AI111803	leucine-rich repeat LGI family, member 2 (Hs.) (DBSS)
AI111840_PROBE1	AI111840	Phosphomevalonate kinase (Hs.) (DBSS_moderate)
AI111863_PROBE1	AI111863	ESTs
AI111954_PROBE1	AI111954	SRY (sex determining region Y)-box 2 (Hs.) (DBSS)
AI111991_PROBE1	AI111991	regulatory factor X, 1 (influences HLA class II expression) (Hs.) (DBSS)
AI112074_PROBE1	AI112074	Pre-mRNA cleavage complex II protein Pcf11 (DBSS)
AI112258_PROBE1	AI112258	erythrocyte protein band 4.1-like 1
AI112512_PROBE1	AI112512	ESTs
AI112577_PROBE1	AI112577	seipin (DBSS)
AI112622_PROBE1	AI112622	ESTs
AI112973_PROBE1	AI112973	hypothetical protein (DBSS)
AI113104_PROBE1	AI113104	Protein regulator of cytokinesis 1 (DBSS)
AI113186_PROBE1	AI113186	123F2 protein (DBSS)
AI113190_PROBE1	AI113190	hypothetical protein, MNCb-2032 (DBSS)
AI136513_PROBE1	AI136513	ESTs
AI136709_PROBE1	AI136709	RhoN (DBSS)
AI136740_PROBE1	AI136740	mKIAA0978 protein (DBSS)
AI136848_PROBE1	AI136848	DNA segment, Chr 11, ERATO Doi 18, expressed (DBSS)
AI136871_PROBE1	AI136871	ESTs
AI137114_PROBE1	AI137114	CREB binding protein
AI137161_PROBE1	AI137161	leucine-rich repeat-containing F-box protein FBL3A (DBSS)
AI137188_PROBE1	AI137188	ESTs
AI137208_PROBE1	AI137208	RIKEN cDNA 2700062C07 (Mm.) (DBSS)
AI137215_PROBE1	AI137215	Link guanine nucleotide exchange factor II (DBSS)
AI137218_PROBE1	AI137218	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54 (Mm.) (DBSS_strong) (Non-specific probe)
AI137233_PROBE1	AI137233	sudD, suppressor of bimD6 homolog (DBSS)
AI137259_PROBE1	AI137259	2,3-oxidosqualene: lanosterol cyclase
AI137283_PROBE1	AI137283	zinc finger protein 274 (Hs.) (DBSS_moderate)
AI137286_PROBE1	AI137286	endothelial differentiation, sphingolipid G-protein-coupled receptor, 3 (Mm.) (DBSS)
AI137297_PROBE1	AI137297	hypothetical protein B430319G23 (Mm.) (DBSS_weak)
AI137298_PROBE1	AI137298	bromodomain-containing protein BP75 (DBSS)
AI137301_PROBE1	AI137301	hippyragranin
AI137339_PROBE1	AI137339	homeobox protein Barx2 (Mm.) (DBSS_moderate)
AI137406_PROBE1	AI137406	endothelial cell protein C/APC receptor (DBSS)
AI137413_PROBE1	AI137413	MGC36320 protein (DBSS)
AI137420_PROBE1	AI137420	hepatoma-derived growth factor, related protein 2
AI137435_PROBE1	AI137435	ESTs
AI137471_PROBE1	AI137471	reticulon 4 receptor-like 1
AI137488_PROBE1	AI137488	4631434O19Rik protein (DBSS)
AI137506_PROBE1	AI137506	Ab1-046 (DBSS)
AI137569_PROBE1	AI137569	Umpk protein (DBSS)
AI137683_PROBE1	AI137683	hypoxia inducible factor 3, alpha subunit (Hs.) (DBSS)
AI137751_PROBE1	AI137751	ESTs
AI137756_PROBE1	AI137756	neural visinin-like Ca2+-binding protein type 3
AI137761_PROBE1	AI137761	SEC63 (DBSS)
AI137765_PROBE1	AI137765	sox-4 protein - mouse (DBSS)
AI137817_PROBE1	AI137817	hypothetical protein MGC32132 (DBSS)
AI137819_PROBE1	AI137819	YME1-like 1 (S. cerevisiae)
AI137912_PROBE1	AI137912	ESTs
AI137970_PROBE1	AI137970	dynactin subunit p25 (DBSS)
AI137972_PROBE1	AI137972	ESTs
AI137976_PROBE1	AI137976	ESTs
AI138048_PROBE1	AI138048	Down syndrome critical region gene 1-like 1
AI138061_PROBE1	AI138061	recombination activating gene 1 gene activation (DBSS)
AI144583_PROBE1	AI144583	epsilon isoform of regulatory subunit B56, protein phosphatase 2A; PP2A, B subunit, B epsilon isoform (DBSS)
AI144644_PROBE1	AI144644	ESTs
AI144646_PROBE1	AI144646	guanylate kinase (DBSS)
AI144663_PROBE1	AI144663	RIKEN cDNA 2500003M10 gene (Mm.) (DBSS_strong) (Non-specific probe)
AI144771_PROBE1	AI144771	tubby homolog () (TUB), transcript variant 1 (Hs.) (DBSS)
AI144797_PROBE1	AI144797	ESTs
AI144863_PROBE1	AI144863	ESTs
AI144958_PROBE1	AI144958	SV2 related protein
AI145019_PROBE1	AI145019	retinal short-chain dehydrogenase/reductase 4 (DBSS)
AI145039_PROBE1	AI145039	ESTs
AI145248_PROBE1	AI145248	ESTs
AI145328_PROBE1	AI145328	interleukin-1 receptor-associated kinase 2 (Hs.) (DBSS)
AI145359_PROBE1	AI145359	ESTs
AI145369_PROBE1	AI145369	DEAH (Asp-Glu-Ala-His) box polypeptide 29; nucleic acid helicase DDXx (DBSS)
AI145380_PROBE1	AI145380	hypothetical protein (DBSS)
AI145385_PROBE1	AI145385	ESTs
AI145586_PROBE1	AI145586	KIAA0561 protein (DBSS)
AI145625_PROBE1	AI145625	RIKEN cDNA 2610009I02 (DBSS)
AI145630_PROBE1	AI145630	2610111M03Rik protein (DBSS)
AI145761_PROBE1	AI145761	Ac2-202 (DBSS)
